train_info_avarage_performance,eval_info_sum_performance,eval_info_sum_normalized_performance,eval_info_avarage_performance,eval_info_avarage_normalized_performance,num_steps,kl_loss,reward_loss,train_test_episodes,train_info_final_performance,train_info_avarage_normalized_performance,eval_info_final_normalized_performance,observation_loss,train_info_final_normalized_performance,eval_info_final_performance,train_info_sum_normalized_performance,eval_test_episodes,train_rewards,train_info_sum_performance,eval_test_rewards,num_episodes,train_test_rewards
,,,,,11192,4.7080391716957095,0.00012733201849641774,,,,,371.7574565124512,,,,,12.268890268685036,,,113,
,,,,,12083,4.477037653923035,0.000127526096780457,,,,,373.3395166015625,,,,,12.223328625598207,,,122,
,,,,,12974,4.1879043912887575,0.0001662864704326239,,,,,333.7686795043945,,,,,13.042908383324551,,,131,
,,,,,13865,4.286616265773773,0.0001359543068701896,,,,,424.6324351501465,,,,,12.185424851855503,,,140,
,,,,,14756,4.81140303850174,0.00018434753734709376,,,,,375.26397232055666,,,,,12.802234033277735,,,149,
,,,,,15647,4.316850888729095,0.00015384940731109963,,,,,440.7538092041016,,,,,11.215370668778132,,,158,
,,,,,16538,4.531932098865509,0.0001812615363041914,,,,,369.7890023803711,,,,,12.076098909270707,,,167,
,,,,,17429,4.424135854244232,0.00013191378395276842,,,,,336.29148208618165,,,,,12.578359779852164,,,176,
,,,,,18320,4.567444820404052,0.00015087368365129805,,,,,370.7142443847656,,,,,12.061005779281144,,,185,
0.12744002,12.409217,4.566732,0.12409217,0.045667317,19211,4.9898733806610105,0.00018794628461591857,45,0.12908496,0.058895163,0.055518538,360.33133575439456,0.065394565,0.12658542,5.889517,54,12.988702702374257,12.744001,12.409217331971238,194,12.744001836366955
,,,,,20102,4.416621644496917,0.00014141464966542118,,,,,357.1855058288574,,,,,12.095619774530665,,,203,
,,,,,20993,4.2383287906646725,0.0001763002148936721,,,,,308.08129196166993,,,,,12.326743932909132,,,212,
,,,,,21884,4.119800009727478,0.00012136746241594664,,,,,336.67692810058594,,,,,12.799485365173872,,,221,
,,,,,22775,3.9121615743637084,0.0001609177493810421,,,,,359.94354263305667,,,,,12.93002193501166,,,230,
,,,,,23666,4.088748373985291,0.00014780339321077918,,,,,307.1733274841309,,,,,12.972659238970337,,,239,
,,,,,24557,4.207737393379212,0.00014240821497423894,,,,,309.02792572021485,,,,,11.349574412422442,,,248,
,,,,,25448,4.096067388057708,0.00013878529579642419,,,,,310.6614352416992,,,,,11.296831130463422,,,257,
,,,,,26339,3.9325714683532715,0.0001537187663052464,,,,,294.9550675964355,,,,,11.482895690229975,,,266,
,,,,,27230,3.922653114795685,0.00015287867454844673,,,,,306.06466888427735,,,,,11.3367520440341,,,275,
0.1371081,13.6309595,9.394018,0.13630958,0.09394018,28121,4.002982850074768,0.00011761242668399063,63,0.15132493,0.09709522,0.11409189,282.05437713623047,0.15326802,0.14140981,9.70952,72,13.780994579877177,13.71081,13.630959077157767,284,13.710809976499803
,,,,,29012,4.272639977931976,0.00012225990237084262,,,,,307.6622561645508,,,,,13.652091921114867,,,293,
,,,,,29903,4.1079330205917355,0.00013010926842071057,,,,,276.42036529541014,,,,,12.640468705978375,,,302,
,,,,,30794,4.109264686107635,0.00014211645833938746,,,,,303.92902877807614,,,,,11.731332378214887,,,311,
,,,,,31685,4.000647966861725,0.0001020966490932551,,,,,310.5329414367676,,,,,11.389808200742454,,,320,
,,,,,32576,4.29979133605957,0.00015256345617217448,,,,,314.3424459838867,,,,,11.531757218250277,,,329,
,,,,,33467,3.974812650680542,0.00011221784717008632,,,,,304.05337448120116,,,,,11.641696559720886,,,338,
,,,,,34358,3.890661792755127,0.00014250254692797171,,,,,292.4665347290039,,,,,11.348182030893286,,,347,
,,,,,35249,3.943493838310242,9.01377256741398e-05,,,,,252.86285919189453,,,,,12.028868484429259,,,356,
,,,,,36140,3.8357002973556518,9.467438054343802e-05,,,,,270.40224365234377,,,,,11.342359282245747,,,365,
0.11622923,11.687021,1.7132268,0.11687022,0.017132267,37031,4.035745389461518,0.0001089725650967921,81,0.11749695,0.014599637,0.021443525,274.85733558654783,0.01960864,0.117961355,1.4599638,90,11.483997309198427,11.622921,11.687021390807981,374,11.622922843287135
,,,,,37922,3.9576399731636047,9.632686123723033e-05,,,,,267.40323364257813,,,,,11.529797688941077,,,383,
,,,,,38813,4.1243568754196165,0.00010022298336252788,,,,,257.3936311340332,,,,,12.436473292571396,,,392,
,,,,,39704,4.187798016071319,7.857357210468763e-05,,,,,260.92540771484374,,,,,11.353028976879772,,,401,
,,,,,40595,3.978097264766693,8.799614033705438e-05,,,,,245.7048876953125,,,,,11.673584728619408,,,410,
,,,,,41486,3.908548188209534,0.00012028750913941621,,,,,268.8233435058594,,,,,12.730897584301378,,,419,
,,,,,42377,4.034873013496399,0.00010719592703708259,,,,,265.83794860839845,,,,,11.814789367503701,,,428,
,,,,,43268,3.8676875734329226,9.548647276574229e-05,,,,,236.49684326171874,,,,,12.161021282474223,,,437,
,,,,,44159,3.9741166496276854,8.361120795257193e-05,,,,,284.8850688171387,,,,,12.406010259339011,,,446,
,,,,,45050,3.8198288536071776,0.00011739202993567233,,,,,263.2718374633789,,,,,11.841845628557188,,,455,
0.114042476,12.123345,3.437208,0.121233456,0.03437208,45941,3.9104947686195373,7.41591680412057e-05,99,0.11785337,0.005959441,0.03911964,262.34376647949216,0.021016901,0.122435,0.59594417,108,11.9567346377511,11.404247,12.1233451962849,464,11.404247428147363
,,,,,46832,4.003286509513855,8.72167358875231e-05,,,,,266.55531616210936,,,,,11.339537509523677,,,473,
,,,,,47723,3.776142468452454,8.82143041803829e-05,,,,,250.7279702758789,,,,,11.810349447298698,,,482,
,,,,,48614,3.821596918106079,0.00010205941245317263,,,,,247.96923217773437,,,,,11.34409420322601,,,491,
,,,,,49505,3.9448058223724365,7.668528591352697e-05,,,,,270.8011019897461,,,,,12.390582224343216,,,500,
,,,,,50396,3.912900142669678,7.974217391165439e-05,,,,,260.5531089782715,,,,,11.374304007196553,,,509,
,,,,,51287,3.957719507217407,7.6849068896081e-05,,,,,253.30746185302735,,,,,11.780242263552172,,,518,
,,,,,52178,4.037087886333466,8.397144677132928e-05,,,,,274.1082476806641,,,,,11.342751131962524,,,527,
,,,,,53069,3.699034159183502,8.368219384919939e-05,,,,,233.74397911071776,,,,,11.532889349990842,,,536,
,,,,,53960,3.7760963678359984,8.449369343452418e-05,,,,,234.73981704711915,,,,,11.396242935058808,,,545,
0.115616664,11.650111,1.5673856,0.11650111,0.015673855,54851,3.904341509342194,7.185135282497868e-05,117,0.11686579,0.012179318,0.020288672,229.28482109069824,0.017114803,0.117669076,1.2179317,126,11.342401915732125,11.561667,11.650110592859185,554,11.561666757240785
,,,,,55742,3.9172210597991945,6.82047571547173e-05,,,,,248.08880882263185,,,,,12.989848570800277,,,563,
,,,,,56633,3.806892774105072,7.862286505769589e-05,,,,,234.73998611450196,,,,,12.303120847381997,,,572,
,,,,,57524,3.8159828424453734,6.329878297037795e-05,,,,,223.29287704467774,,,,,12.206149766671883,,,581,
,,,,,58415,3.990422773361206,7.403465711831814e-05,,,,,223.07641120910645,,,,,12.315855335728322,,,590,
,,,,,59306,3.8829915070533754,8.807989224351331e-05,,,,,224.0546376800537,,,,,11.720076345929797,,,599,
,,,,,60197,4.000425543785095,8.552710558774379e-05,,,,,241.20001739501953,,,,,11.355411730564288,,,608,
,,,,,61088,3.837120678424835,7.687773932730125e-05,,,,,232.68987716674803,,,,,11.342969146035339,,,617,
,,,,,61979,3.8633388113975524,8.331931175007413e-05,,,,,230.60314895629884,,,,,11.782619672830027,,,626,
,,,,,62870,4.023727576732636,7.896899351862885e-05,,,,,222.82832168579102,,,,,11.88436778610419,,,635,
0.113375984,11.345638,0.36437333,0.11345638,0.0036437332,63761,3.913074357509613,8.636206119717826e-05,135,0.11475013,0.0033260207,0.00797857,239.64752906799316,0.00875553,0.1145535,0.33260208,144,11.34072554957417,11.337597,11.345638977155316,644,11.337597970967673
,,,,,64652,4.078298768997192,7.714580101378488e-05,,,,,249.2477564239502,,,,,12.290311956189269,,,653,
,,,,,65543,3.8341495060920714,7.762939768895194e-05,,,,,236.93533164978027,,,,,12.158532326570064,,,662,
,,,,,66434,3.735016665458679,4.258614077798484e-05,,,,,214.87754318237305,,,,,11.101004083447013,,,671,
,,,,,67325,3.906741988658905,6.845303749287269e-05,,,,,226.16979278564452,,,,,12.13804383706941,,,680,
,,,,,68216,4.09897091627121,8.099956243540874e-05,,,,,234.58956344604493,,,,,11.65384724893551,,,689,
,,,,,69107,3.897698214054108,6.125130627424369e-05,,,,,222.85950874328614,,,,,11.666892474187224,,,698,
,,,,,69998,3.823219134807587,0.00010669291083559074,,,,,234.9695538330078,,,,,11.61082978767878,,,707,
,,,,,70889,4.132213518619538,8.401771923445267e-05,,,,,234.21480560302734,,,,,11.991003417364912,,,716,
,,,,,71780,3.9787201285362244,8.736253891584056e-05,,,,,232.5205312347412,,,,,11.573479964909442,,,725,
0.11559756,11.883384,2.4890838,0.11883384,0.024890836,72671,4.040120627880096,7.286747371153978e-05,153,0.11655445,0.01210381,0.029295841,238.42690551757812,0.015884632,0.11994871,1.2103812,162,11.944287828488363,11.559755,11.88338363927819,734,11.559755742995106
,,,,,73562,3.9465577745437623,0.00010565280629634799,,,,,222.1120178222656,,,,,11.752190873352598,,,743,
,,,,,74453,4.010284328460694,9.121628419507032e-05,,,,,226.73287185668946,,,,,12.357181562107662,,,752,
,,,,,75344,4.014567170143128,8.010397812540759e-05,,,,,230.2776365661621,,,,,11.75777346279883,,,761,
,,,,,76235,3.900268967151642,8.212419422534367e-05,,,,,230.3629444885254,,,,,11.785009093503149,,,770,
,,,,,77126,3.912333917617798,7.420297887961169e-05,,,,,224.76782180786134,,,,,11.704467236141376,,,779,
,,,,,78017,3.97924791097641,7.816695168912702e-05,,,,,222.50530853271485,,,,,12.374547853541683,,,788,
,,,,,78908,3.966530430316925,7.609459894865723e-05,,,,,220.4970976257324,,,,,11.838709906617702,,,797,
,,,,,79799,4.00149808883667,8.133103686873255e-05,,,,,229.90782669067383,,,,,11.730880598676022,,,806,
,,,,,80690,3.668604519367218,5.424040651405448e-05,,,,,205.29220222473145,,,,,12.650785061184347,,,815,
0.12569992,12.767536,5.982509,0.12767537,0.0598251,81581,3.77523157119751,6.975782579274892e-05,171,0.12853537,0.052019775,0.061035283,208.87254829406737,0.06322306,0.12798165,5.2019777,180,12.696279197601273,12.569991,12.767537672496957,824,12.569992120035149
,,,,,82472,4.306640570163727,0.00010354200607480379,,,,,239.89531478881835,,,,,13.275749258119005,,,833,
,,,,,83363,4.024583857059479,9.355349658790146e-05,,,,,232.04729736328125,,,,,11.895021212456523,,,842,
,,,,,84254,4.121896016597748,9.989549688270927e-05,,,,,243.36316528320313,,,,,11.590481350706112,,,851,
,,,,,85145,3.8848927092552183,7.702779126816494e-05,,,,,221.3887106323242,,,,,12.542117625078909,,,860,
,,,,,86036,4.077291889190674,5.7648179612215245e-05,,,,,229.93915710449218,,,,,11.547702233020784,,,869,
,,,,,86927,3.8633736205101012,6.117423627188145e-05,,,,,230.44617866516114,,,,,11.341415222480844,,,878,
,,,,,87818,3.89033234834671,8.555059339869331e-05,,,,,225.2787636566162,,,,,11.430985979231426,,,887,
,,,,,88709,3.771204674243927,9.606193546687791e-05,,,,,227.08961624145508,,,,,12.19814204277258,,,896,
,,,,,89600,3.7023297500610353,5.2574618439393814e-05,,,,,200.1978443145752,,,,,11.614310747552668,,,905,
